transcript,word_count,error_density,speaking_rate,vocab_diversity,avg_word_length,hesitation_index,label,filename
" Well, I love staying at a resort because it's, it's, it's, it's fun. It's, it's, you have time to spend with family, with maybe your partner. You enjoy the facilities of the resort and maybe like the pool, maybe like the beach. You enjoy a lot of food. It's, I don't know, maybe if you, if you find some activities besides the resort, maybe something like snorkeling, maybe something like scuba diving or jet skis that, that.",77,0.0,104.90463215258856,0.6363636363636364,4.532467532467533,0.18181818181818182,3.0,audio_226
" Umm, I think of a school playground. I think of the one that I had in elementary school. And it was green and beige pretty much. Umm, it was like a combination of metal and plastic. Umm, it was different, it always was different levels. So there would always be like stairs and stuff that you had to climb up to get to the top. Umm, I just think a lot of the games people would play is they would play chase. Umm, they would swing on a school playground. You can hear kids, you can hear them screaming and yelling and laughing. Umm, I feel like there's always adults like the teachers and stuff that are on the playground on the side. They're reminding the students not to run and to be careful and to be...",137,0.0072992700729927005,141.72413793103448,0.5255474452554745,4.1678832116788325,0.06569343065693431,5.0,audio_203
 The airport is buzzing with the activity as people are screaming around like lugging suitcases and looking at departure boats. So when I was on the airport I saw a mother was running towards his son with a sandal in his hand as maybe she was very angry with him. So she started beating him and I was laughing and other people also was staring them what they are doing. So this was a very hilarious incident for me and it was shocking as well for some others.,88,0.045454545454545456,119.13357400722022,0.6818181818181818,4.215909090909091,0.0,2.5,audio_306_2
" Yeah, my favorite place to visit is Tirumala. It is near Chitrudistic. There is a very favorite temple. In the temple, Lord Venkateswara is there. There is a famous Buddhist Dosa. I love that Dosa very much. When I travel to that place with my friends, there is a very re-enjoy with my friends. And I visit so many places in Tirumala.",62,0.08064516129032258,66.42857142857143,0.6290322580645161,4.403225806451613,0.04838709677419355,2.0,audio_127_2
" My goal in life is to have a better life with my family. I have one kid and right now, this is the time that I think best time to change it to a better person. And my goal is to be succeed to all of my dreams and to give a better life to my son. And right now, I'm trying to be a better person. That's why I'm here to do this to my life. And I want to be a better version of myself. And my only goal is to change it in this facility.",98,0.02040816326530612,133.63636363636365,0.45918367346938777,3.4285714285714284,0.02040816326530612,2.0,audio_263
" Hmm, this is the tough one so my best day of my life, physically right now, I will say it's the day my daughter was born and my wife and his parents came with us and she will be the best day of my life to be on a holiday. I think the second life is the day my daughter was born and it was on his inside to know that someone to this world and someone that's been taking care of it in our child, moving to watch grow and it's very much on my mind and you know I think about that day is just keeping us born. Yeah, basically, that's the best day of my life.",119,0.03361344537815126,123.10344827586206,0.5462184873949579,3.6638655462184873,0.05042016806722689,3.5,audio_73_2
" Umm, my goal in life. My goal in life is to have basic things that I can afford. Basic human needs such as housing, use of transportation, good health and family. What changes me is the fear that if I don't work hard I may not get these basic things. And the fear of feeling keeps me motivated to keep on going because this life is very hard to actually live and survive in.",74,0.0,75.7162346521146,0.7297297297297297,4.0675675675675675,0.04054054054054054,3.0,audio_76
" Hey people, so now we are on the scene of the flood that happened yesterday. So we can see on the scene that there are a lot of cars that are under the water. We can see a lot of mud. We can see a lot of people that lost their things. So if you want to help these people that lost all their stuff, please feel free to reach me out so we can deposit them some money. And if you are seeing this message and you have family with these issues, please also reach me out so we can get as ecologists.",104,0.009615384615384616,138.91362422083705,0.5480769230769231,3.75,0.028846153846153848,2.0,audio_114
 Product people in a market is very dangerous because and then it happened. Coordination is very dangerous because people are disinfected and cause death. So avoid product market to avoid the virus as well. That's it and thank you for listening.,41,0.024390243902439025,105.85197934595524,0.7317073170731707,4.975609756097561,0.0,2.0,audio_117
" There was a day in the A-port that I wanted to go with my mom to Panama. In this day I was trying to buy her tickets, but actually I didn't remember her ID number and she was in the bathroom. I was in front of the manager, so I told her to wait for her, but she told me that there was many people waiting for her, so I have to give her the details in that moment. So I have to leave the...",85,0.023529411764705882,128.78787878787878,0.5647058823529412,3.588235294117647,0.058823529411764705,3.0,audio_17
 My favourite place to visit is Bangalore. The journey to Bangalore is very pleasant. I'll enjoy the nature while travelling from my place to Bangalore. I like the local food around the Bangalore. I like to have dosa and some fast food there. I would like to go to Bangalore in winter season. And have a good time.,58,0.06896551724137931,58.116232464929865,0.6379310344827587,4.413793103448276,0.0,2.5,audio_67
" So the most applications or, you know, the application that I use the most is probably YouTube right now. It's a platform that you can watch videos. I usually watch two people, PewDiePie and MrBeast. PewDiePie is, it was a gaming, it was a gaming content creator before but right now because he's married, he has a kid, he's transitioned to like, family blog and stuff like that. On the other hand, MrBeast is, how would I explain it is he has a lot of money and he use that money to entertain people. Like me, you know.",98,0.02040816326530612,133.63636363636365,0.673469387755102,4.316326530612245,0.11224489795918367,3.0,audio_154
" My favorite sports. My favorite sports, I would like to describe sports, uhh, one of the cricket. Cricket is my favorite sports. As I got the free time, we are going to uhh, play for the cricket or with my friends and I am having a fun with them to play cricket. Every weekend, I am going to meet my friend for the playing cricket. Cricket is my favorite match, uhh, favorite sports. That's why we meet every, every weekend to play a game.",84,0.0,112.09964412811388,0.5357142857142857,4.238095238095238,0.10714285714285714,2.0,audio_8
" The crowded market is really a big place. There's a woman who has a child and they are looking for some delicacies which will be something to their families. And also, there are also a lot of people around and looking for their foods. It is about lunchtime and some people's food, food and all of them are like a busy people who is on the crowded market of them during this errands personally.",74,0.04054054054054054,98.66666666666667,0.6756756756756757,4.324324324324325,0.02702702702702703,2.0,audio_20
 Describe the scene at the train station. There was a train coming and all the customers are waiting on the platform. The guard is patrolling to make sure all the customers are safe within the safe area before the train arrives and all the customers are about to enter the train upon arriving. The door will be open and then customers will be coming out giving way to the elders and to the persons with the disability and continue with the next train while waiting on the platform.,88,0.0,125.71428571428572,0.5340909090909091,4.465909090909091,0.0,2.0,audio_141
" My biggest hobby is about riding a motorbike. And to ride a motorbike, I obviously need a motorbike and I have to... the motorbike need to be taxed and emoted and I need fuel and good weather and I like riding on my own possibly but when I go on my own, it's just a short ride but when I go with others, I can just follow them and they know great rules so I just follow and it can take all day.",83,0.04819277108433735,95.99074787972243,0.6024096385542169,3.7590361445783134,0.04819277108433735,3.0,audio_363
" So, recently in India, there is a flood. Recently there is a flood happening in our Kerala state. So, this is like biggest natural clavities we gone through whole citizen of Kerala. So, that completely landslides done and the traffic jammed because of that traffic also is impacted and humans day to day life also impacted very much because of that flood that local people they lost their life and so many business impact also happen and for tourist, Kerala is a tourist park.",84,0.07142857142857142,135.92233009708735,0.6666666666666666,4.678571428571429,0.05952380952380952,2.5,audio_357
" My travel journey experience destination is in Tagaytay. Some of it is very cool and very special place to me. I like the food, local food, bulalo. And the dish is so very, very good. The taste is good. The place is very, very good. The particular time and day I spend the sunny days because it's a... ...sanilays to enjoy walking around and see the view.",67,0.04477611940298507,77.3076923076923,0.6567164179104478,4.313432835820896,0.08955223880597014,2.0,audio_119
" Umm, my favourite place to visit is Labassana, that is Lal Bahadur Saske National Academy of Administration, which is situated in Mussoori. This is my favourite place because the civil servants who cleared UPSC may be attending the Labassana. This is the place where civil servants, which is the aspirants who cleared IAS, they will be training in that academy. That is the favourite place not only for me but the candidates who practice civil services and it is situated in Mussoori and it is the best place for the IAS officers. Moreover, the best season to visit Mussoori is summer season, sorry, training season, winter season because Mussoori which is located near to Himalayas where it is covered with snow. It is a heavenly place.",126,0.11904761904761904,125.83222370173101,0.5476190476190477,4.857142857142857,0.07142857142857142,2.5,audio_109_2
" My favorite place in the world to visit, at least from those that I've been, is New Orleans, Louisiana. Umm, it's a place that is just very near to my heart. My mom would always take me there as I was growing up, umm, as are just between us, vacation spot, you know, without my brother or sister. Umm, and it was, it was just a magical place of fun, umm, the kind that they wouldn't appreciate, you know. Umm, I love gumbo, it's one of my favorite foods, crawfish, and I'm caging through and through, you know. Umm, and Mardi Gras is the magical time to visit the city.",110,0.00909090909090909,110.0,0.6636363636363637,4.181818181818182,0.18181818181818182,4.5,audio_300
" My school playground was very big and was very beautiful. In my school playground there are lot of trees and plants. There are so many types of plants and trees in my school playground. There are many students worth laid in this playground. And playground was very big like company bag. There are lot of rides, gym equipments and swings. So that's why students was very enjoy in my school playground. So my school playground was very beautiful like my school.",81,0.024691358024691357,109.65703971119133,0.4444444444444444,4.679012345679013,0.012345679012345678,2.0,audio_238_2
" ... Sa mga promises, хочitaanan kayong bagay na ang susцион ng pagbaulay mag shook, agar mag-anigay ko. such as plotting my tar so that I have tool to use and went and go home",34,0.35294117647058826,34.576271186440685,0.9705882352941176,4.176470588235294,0.08823529411764706,2.5,audio_305
" My goal in life is of course first to be part of Sutherland company and all I wanted is to have a greener pasture not only for myself but also, but most importantly with my family, for my family and of course, um, joining Sutherland for me is a, um, great opportunity and I want to contribute positive performance, not only, um, by providing an acceptable amount of money, but also, um, to be able to contribute to my family. I want to be an exceptional customer service experience but also to, um, be recognized as a performing agent in this company and after that I will of course, um, work hard in order for me to get a promotion.",120,0.0,175.60975609756096,0.5916666666666667,4.283333333333333,0.13333333333333333,3.5,audio_61
" My stay at a resort, it was unbelievable. The first time that I was staying at a resort, it was the Cameron Salinitas. And we had these VIP passes where you can go anywhere with anyone that you like. And you have buffet, you have unlimited drinks. It was an unbelievable experience. The time that I went there, I was 18 years old and it was unbelievable because I went with my sister, my brother, my father and also with my grandmother. We had a great time and it was an unbelievable time with them because I had to spend time with my family, which I don't have the time.",110,0.02727272727272727,153.1322505800464,0.509090909090909,4.2,0.06363636363636363,2.0,audio_80
" Yes, I like to visit Dwaraka because the Dwaraka is the one of the famous country, famous place in our country. And I have also, very good experience for this Dwaraka journey. And some good food, some dishes are very good in this Dwaraka. Mostly in Dwaraka, Krishna Prasadam is very good in Dwaraka. And also, the time when I visit this Dwaraka is Krishnaashtami. That Krishnaashtami was celebrated, the Dwaraka is very famous and that's all.",77,0.14285714285714285,94.28571428571429,0.5714285714285714,4.753246753246753,0.09090909090909091,2.0,audio_292
" My stay at our resort will consider the following variables, weather, activities, accommodation, people and expectations. So, every time I would go to our resort, that would be preferably on summer for the weather. I'll be doing lots of activities such as going to scuba diving, doing sports and keeping myself busy with healthy activities. The accommodation is also a very important variable in order to rest and have a pleasant stay and not very crowded.",76,0.0,101.69491525423727,0.8157894736842105,5.0131578947368425,0.09210526315789473,3.5,audio_324
" My goal in life is to have a good work-life balance so I can actually enjoy my life, but also be able to afford things and even life to be happy. Ultimately, I would love to have a house so I can build equity. However, the market is really stupid at the moment. Um, interest rates are really high. There is a lot of demand in my area and we're on enough supply. What makes me focused on it is the fact that my rent keeps going up every year and I am paying someone else's mortgage, essentially. Umm, I would like to have my own house. I am determined to get a house because I keep looking at Zillow and keep looking at houses and put offers in them that ultimately get, uhh, denied. So, I guess it's just gonna be down to persistence and keep going and saving money.",151,0.019867549668874173,152.73095077545514,0.6556291390728477,4.079470198675497,0.059602649006622516,5.0,audio_262
 My favourite hobby is gardening because in gardening you get a bit close to what nature and you get to understand how nature really works. You will get to understand what is the use of peasants because you are gardening and feeding the plant and watering it. But it will bloom only in spring season but you have to water it in each and every day of the year. So you will get the peasants by watering it and by daily practicing your gardening practices. And I practice it on my own only because it is a time where there is no one between me and the nature. So it's a great time for me to spend with the nature because I like the greenery most and I like the sound of birds and butterflies so I like it the most. And you should answer that.,146,0.03424657534246575,155.7610241820768,0.5136986301369864,4.061643835616438,0.0,3.0,audio_335
 I honestly don't think I've had the best day of my life or anything close to it. So I cannot really give my opinion on this experience or what made it special.,32,0.0,91.25475285171103,0.90625,4.0,0.0,4.0,audio_110
" Well, what I can describe of a school playground could be, uh, medikits playing around with a lot of toys that are given from the school. Um, I can see also lots of sport that can play like volleyball, basketball, or even football. That is one of the most popular sport that is here in Peru. Umm, I think that the enjoyment in this place is kind of interesting because kids tend to play a lot and don't care a lot about the school but they really like this place.",90,0.022222222222222223,120.53571428571429,0.6888888888888889,4.155555555555556,0.07777777777777778,2.0,audio_336_2
" Okay, so exploring my favorite spot and adventure to the beach where clear waters, warm suns and tall palms create a perfect haven of relaxation. Enjoy. Also a detailed exploration of my favorite place to visit where a crystal in water speckens soft suns, green bear fit. And also I have my favorite place to visit which is, my favorite place is Baywalk. Baywalk is full of memories like my friends and my friends. We go there and make memories and talk with each other and we talk like that. I like to go there because, yeah.",97,0.05154639175257732,97.0,0.6391752577319587,4.43298969072165,0.05154639175257732,3.0,audio_174
" My school has a big playground. It has large boundary wall. We play all types of games in the playground. We will play volleyball, hockey, football, cricket and basketball. Our school principal encourages all students to play one or the game. We have very strong teams of players. They practice different games in the playground. Various matches are held on this background. The PD instructor of our school gives us training in the playground. He encourages all the players. Our teams have won many prizes in sports and games. Our school playground has produced many great players. They play at the nationalist national level. I am proud of my school playground. That's all from my side for the school playground.",120,0.0,160.0,0.6083333333333333,4.95,0.025,3.0,audio_142
" The people are there in the market to purchase the products in the market and then, and then uhh, to get the, the required things and they sell the, their product in, in the, in the market. The people are came uhh, to purchase the things they, they required and the, the sound came from there is very noisy and which leads us to uhh, lost interest on the, on the market means way a lot of people are used to be there and the, the crowd should be more and more. Uhh And then the crowd that seen in the, in the area makes us to feel like happy to see those people and then the crowd is always being uhh, like, uhh, arrogant in nature to, to purchase the things they require. This is what I saw in the crowd and the thing is here is.",148,0.033783783783783786,150.40650406504065,0.4797297297297297,3.939189189189189,0.11486486486486487,3.0,audio_319
" Okay, so, umm, a day in a school playground. It might be so fun. It really starts with the hour of children in the morning after they study, like for a time. They are agreed by their teachers and get some time to sit laying, usually with a big free play where they can explore toys, books or puzzles. Once everyone is present, the class might get out in the morning, green and discussion about their base activities. This could be including singing, songs, talking about the water or sharing something special. Umm, you know, kids like to play in a playground with balls and...",105,0.0,139.62765957446805,0.7428571428571429,4.504761904761905,0.12380952380952381,3.5,audio_254
" My best time was when I was in childhood with my family. I went to a tour. On that day we enjoyed very lot with my family members. And we played more games. And we can spend more time on that place. If that moments are very special for me. When I thinking that day I would be very, very happy. All my family members makes that day very special. Everyone's life has their best days.",76,0.013157894736842105,106.04651162790698,0.6578947368421053,4.026315789473684,0.013157894736842105,2.0,audio_240
 The airport is buzzing with activity as people scurry around lugging suitcases looking at departure boards. The sound of announcement over the intercom fills the air as traveller wait in long lines to check in and pass through security. The smell of coffee and food fills the air as people grab a quick bite to eat before their flight. Families with children run around excitedly looking at the planes through the enormous windows. Flight crews rush through the terminal pulling their wheelie suitcase behind them.,85,0.011764705882352941,118.6046511627907,0.7176470588235294,5.0588235294117645,0.0,3.5,audio_149
 My favorite place to visit is Jodhpur. It is a magnificent Malhargarh Fort. The journey to Malhargarh Fort is an adventurous in itself starting with the approach to the city through the erdick landscape of Rajasthan as the near Jodhpur the landscape changes slightly improving fort.,46,0.06521739130434782,98.57142857142857,0.7391304347826086,5.1521739130434785,0.0,3.0,audio_251
 My favourite hobby is to irritate my best friend because it uses lots of thrill and enjoyment to me. It is a time pass. We both also enjoyed. We got some memories. We almost want to spend more time and it is my favourite hobby because he treats me like a kid. So I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes. We both have same mindset. That's why we are very close to each other. It is part of our hobby. We enjoy a lot and we spend more time.,103,0.038834951456310676,104.32140445644835,0.5825242718446602,3.9514563106796117,0.0,2.5,audio_181
" I want to ride the train. However, the file is very long. There are several elders ahead of me. And then when the train comes, I step in the train slowly and let the elders move ahead of me and have to locate their seat in a proper place. I allow the elders to sit down and I find myself standing in the train while the train is moving slowly going to the north side of the train.",78,0.01282051282051282,103.90763765541739,0.6025641025641025,3.8846153846153846,0.02564102564102564,3.0,audio_120
" The school playground have multiple things where students can play games. It will not only help them to refresh their mind but help them to make them physical active. School playground is one of the major part of the infrastructure of the school as it is a place where we can check which kind of student have which type of personality like maybe a student can be a student can be a sports person maybe he like to play cricket, volleyball and other matches. It will help to develop their skills, social skills as well as their physical skills.",99,0.010101010101010102,137.11911357340722,0.5858585858585859,4.484848484848484,0.020202020202020204,3.0,audio_199
" I'm in a part right now so I can't imagine a lot of people running. I can't imagine my family. We just about to take our plane to go into vacation. Umm, there's a lot of sound, a lot of screams, a lot of umm, people running from one side to another side and many different people, many different stores and planes, many many planes and some big big really big planes.",72,0.041666666666666664,97.47292418772562,0.6388888888888888,4.111111111111111,0.08333333333333333,2.0,audio_209
 I would like to go to the Sachi for the Sachi Stoop. It is a very famous place in the MP and there are local food will be good. A very best food like Pao Haji and the latest it is like a sandwich and a Maima sandwich. It is a very famous food of the Sachi and this is made by Samrat Ashok. They are the powerful Emperor of India. Its empire becomes over all the India and out of the India. It will be established our empire to defeat the many kings and after that he made us to call the Sachi Stoop for Buddhas. It is established in the Sachi.,113,0.04424778761061947,113.0,0.5486725663716814,3.814159292035398,0.0,2.0,audio_146
" So my stay at a resort is a stay in a resort at the beach. So I love to explore the beach. I love the water. I love nature. And also the stay, the resort that I'm in also has a lot of animals surrounding like monkeys. And it has a lot of pools. And also it is an all inclusive resort. So I have access to food and drinks whenever I want. And I have delicious meals three times a day in the official restaurant. So I also have a bedroom that has a beautiful view to the beach. And I can see the sunset from it.",108,0.018518518518518517,147.27272727272728,0.5092592592592593,3.7222222222222223,0.009259259259259259,3.0,audio_246
" Okay, my stay was quiet fun and comfortable. The resort was actually really great. The rooms were very beautiful, the decoration, all according to the theme of the resort, that it was nature. The rooms were very comfortable, the team, the working team, they were all very, very kind. I really enjoy my stay at the resort and I will definitely come back again. I would recommend it to other people too. It's a place that you must visit.",79,0.0,112.16280170373875,0.6582278481012658,4.518987341772152,0.10126582278481013,3.0,audio_315
" Ok, in an airport first you are going to see a lot of planes because all the people are going to travel a lot around the world. So that's why you are going to see a lot of people also running to try to not lost their flights. Umm, you are going to see a lot of people waiting for a lot of time, maybe sleeping on the seats or in the floor. Umm, you can find a lot of things, a lot of stores when you can purchase a lot of things. The airports are so big so you can find like, bathrooms, you can find stores of coffee, of breakfast, you can find a lot of things. Also, in some airports you can find some places like a little hotel when you can...",135,0.0,180.0,0.45185185185185184,3.785185185185185,0.08148148148148149,3.0,audio_37
 My favourite place to visit is my home. My hometown where I was born. Because since childhood I was far from my home to study. That's why my favourite place is my home. And I love everything about my home. And I was so excited when I want to go home. I love my parents. The happiness I get in my home was insane. I can't describe this. This is the best moment of my life when I was at my home. So my favourite place is to rent my home. That's it.,93,0.03225806451612903,102.27272727272728,0.5053763440860215,3.806451612903226,0.0,2.0,audio_140
" My favourite place to visit is Beaches. Beaches is a place with crystal clear waters of sand and gentle ocean breezes. The combination of natural immutability, relaxation and this soothing sounds of waves make it a favourite place for me. Umm, makes the favourite place for me. Beaches offer, beaches offer a rhythm of waves, warm sand beneath your feet and breathing sunsets. It seeks both adventure and relaxation.",69,0.043478260869565216,68.90812250332888,0.6956521739130435,5.043478260869565,0.057971014492753624,3.0,audio_299
" Talking about the goal. My goal is to earn a lot of money in my life to fulfill my family's dream, to fulfill their requirements. Now, if you see I'm working and keeping my struggle in my life so that I can give everything to my family. The thing they need in their life, I have to fill their needs, the goods, the good life I have to give them. I want to take my family to Umrah and Hajj. Okay, so this is the goal in my life I have to go with. Now, if you see I had working with a lot of companies, agencies, but we are looking for to run our own business. So this is the company which I'm working with. It gives me a good support so I can achieve the goal in my life to give everything to my family, my dad, my parents and my wife as well. So if you go with your goals, you have to achieve it with your hard work. Thank you.",174,0.005747126436781609,172.5619834710744,0.5,3.7586206896551726,0.06896551724137931,2.5,audio_159
" The best day of my life was my 20th birthday because we celebrated it on the beach that day. So, regarding that day, we had a lot of games and events regarding my birthday. So, for example, we had a game called Crack-a-Mellon where you spin around with a blindfold and a butt in hand and then you need to listen for the commands of your friends so you can crack the melon. So, yeah, overall it was the super fun experience and the best day of my life.",89,0.02247191011235955,120.59620596205963,0.651685393258427,4.078651685393258,0.06741573033707865,4.0,audio_302
" Well, what I can describe of a school playground could be, uh, medikits playing around with a lot of toys that are given from the school. Um, I can see also lots of sport that can play like volleyball, basketball, or even football. That is one of the most popular sport that is here in Peru. Um, I think that the enjoyment in this place is kind of interesting because kids tend to play a lot and not care a lot about the school, but they really like this place.",90,0.011111111111111112,121.84115523465704,0.6888888888888889,4.133333333333334,0.08888888888888889,2.0,audio_336
" If I could describe a crowded market, a crowded market, it could be, umm, a market that, umm, could be crowd full of people, no space around some people, umm, going forward, some are going backward. There is no space, there is no chance, make sure that your things are on your pockets because there might be people around trying to, to scammers around. A crowded market, it is full of people around everywhere. If you go, umm, that side you will see a lot of people in front of you, back, where are the few. A crowded market, it is a lot of people.",105,0.0,134.04255319148936,0.5619047619047619,4.228571428571429,0.18095238095238095,2.0,audio_60
" My school playground. When the bell rang, it's a very enthusiastic and very ever memorable to see playground. My playground was a peak and a square covered with a large boundary wall and it will be divided into three sets with the tennis one, wave one for playing tennis and another for football and volleyball. There are many trees in down there, 20 feet to reach or to take rest between the interval time of the school and there are at the corner there are three rooms.",87,0.011494252873563218,118.3136899365367,0.7011494252873564,4.425287356321839,0.034482758620689655,2.5,audio_112
" The smart phone application that I use the most is Instagram because Instagram, uhh, we have using lots of reason. Uhh, by using the Instagram we can chat with the friends and call with the friends. So, in Instagram they can provide the features like chatting and calling and video call also. In Instagram there are much more features are there. Like we are viewing a content like a reels and post of others people like celebrities and friends and other unknown people also. We can spend a time with enjoying and as well as viewing the news on Instagram and making the content and reels on that platform also.",110,0.03636363636363636,146.53641207815272,0.5545454545454546,4.545454545454546,0.03636363636363636,2.5,audio_169
" Okay, so my most favorite place to visit is Greece, especially this particular place called Porto Hjeli. And umm, it's my favorite destination. I go there, I usually would take the, umm, the airplane from New York. But we have to make a stop in Athens where I see a lot of friends that I have there. And then I go there to meet my family and my friends to Porto Hjeli. The local dishes are like mostly seafood, just grilled, or the suvlaiki, that's my favorite one and it's the first thing. Because I miss it here, it's not the same taste when I go there. And I always visit in the summer so I can go to the beach as well because they have very, very, very good and beautiful beaches.",133,0.03007518796992481,137.20770288858324,0.6390977443609023,4.150375939849624,0.09022556390977443,5.0,audio_178
" Instagram is a free photo and video sharing app available on iPhone and Android. People can upload photos or video to our service and share them with their followers or with a scale group of friends. They can also view, comment and like posts shared by their friends on Instagram. Unlock creativity with Reels. Easily create fun entertaining video to share with friends or anyone on Instagram Reels. Share stories post moments from your everyday life in stories. Start a conversation with messenger. Send photos, videos.",86,0.0,114.46317657497782,0.7325581395348837,5.058139534883721,0.023255813953488372,3.0,audio_7
" My favorite hobby is watching the Premier League. I like to watch football. The dots are the one thing I like about it. The thing I enjoy the most about my hobby is the competitive part of the game. Like the fact that there is a trophy to be won and 20 teams are competing for the trophy. I enjoy the pleasure and the home and the way it travels. I enjoy them a lot. Actually there are a few tools that I need to catch up with my hobby like internet connection, phone, TV or laptop. I enjoy practicing my hobby a lot.",104,0.009615384615384616,104.0,0.5673076923076923,3.980769230769231,0.019230769230769232,3.0,audio_295
" When I go to the market, I always see a bunch of people buying their groceries, or their daily, their weekly food. And I hear a bunch of sounds, them chattering in the background. So there's a bunch of noise in the supermarket. And in the day, it gets very full, and the evening is more empty. But when I go, it's really, like, really full. And there's a bunch of people waiting on the line, just buying their food.",80,0.0,120.0,0.625,4.2,0.125,3.0,audio_281
" My favorite holiday destination is in Calagua's Beach Resort during summer. So at this point, my best friend is gonna be home here in the Philippines to visit his family and at the same time to be with his friends. So we would like to go to Calagua's Beach Resort because of the white sand and the scenic view to which we are really excited on how we're going to spend the holiday with each other and also enjoy the summer.",81,0.037037037037037035,127.89473684210527,0.6790123456790124,4.234567901234568,0.012345679012345678,3.0,audio_151
" Setting important goals in life is great. Way to stay focused and motivated. Whether it's personal, academic or professional goals, they are given as a sense and directions on the purpose. And my goal is to become an entrepreneur because of that I can lead my life in my own way. I can't depend on anyone. I can lead with my own legs and with some packages with that. And I want to become a best entrepreneur in this world. Through this entrepreneur the world became so financially it will be work. And our family also, it's good being a financial and this is about my goal. Thank you.",109,0.009174311926605505,136.25,0.6788990825688074,4.376146788990826,0.027522935779816515,3.0,audio_11
" A clouded market is a market where it has many customers and sellers all around and the customers have so many options to buy whether it's food, accessories, for initials, like that and clouded market is a market where it has so many things to buy and the customers have so many options like I said earlier and clouded market. As of now it's dangerous for us because",68,0.014705882352941176,92.72727272727273,0.5588235294117647,4.397058823529412,0.04411764705882353,2.5,audio_197
 My favorite hobby is that listening to music and working out. My favorite hobby most of the time is listening to the songs or music. I love every type of music whether it's pop or musical or countryside music. Everything I like it. But I think I don't need any tools. Just maybe mobile or some speakers. I enjoy my hobby on my own. I think I don't need anyone to appreciate my own hobby and embrace my hobby as theirs.,81,0.012345679012345678,81.0,0.6172839506172839,4.172839506172839,0.0,3.0,audio_104
" The best day in my life is the day when I went to the Krishna temple near my home, which is my favorite place, where I go when I have so much of problems and sorrows. I will go and tell him in that temple so that I will get some relief. Not only that, since my hobby is singing, I go and sing there. They will conduct a Bachchan or a performance every Saturday. So I will go and sing there. After a period of time, after 7 years, 7 to 14 years of singing journey, I have stopped singing. I couldn't go to the temple due to various reasons. After a long time, one day I went, which is my best day. I sang all the songs.",129,0.0,129.0,0.5581395348837209,3.798449612403101,0.06976744186046512,3.0,audio_82
" My current goal is related to my education. I want to come in first place and achieve two top marks in every subject because this will increase my chances of receiving an overseas scholarship. I am putting a lot of effect into achieving this as my objective. Any student wants to change the course, assume they should study overseas and have that chance. I also take my coursework seriously and educate myself on all topics attaining to my field of study, including research, literature and academic journals. Additionally, studying overseas will help me get a superior education and a diploma that is recognized across the world, both of which allowed me to complete the promoted jobs so that I may accomplish my goal. I don't waste time on pointless activities and instead pay attention to my studies. My family is undoubtedly a tremendous benefit for me. They support me at all times and provide me whatever I require.",158,0.0,158.5284280936455,0.7025316455696202,4.8354430379746836,0.03164556962025317,3.5,audio_211
" My favourite hobby is to cooking. When I cook, I enjoy the, I will enjoy the, I will enjoy powerfully because cooking is my favourite hobby and they would, I cook with my mother so she, so that she can help me to cook nice food and there may be so much, so many tools to cook good like salt, pepper, spices, masalas and maybe mushrooms that may be in veg or it may be chicken in non-veg. I will enjoy practising that hobby because cooking is a passion and cooking can be done easily and as well as toughly. But I like to do it in my own way and it will become easy for me to cook tasty food and my food will be liked by all of my friends and my family also. My mom like, my mom like the most food, like the most of the food.",151,0.059602649006622516,151.0,0.5231788079470199,3.801324503311258,0.0728476821192053,3.0,audio_250
" It is the big market of the city. So, everyone come to here for shopping for every weekend on time, weekend and all the time. So, this is the most, most crowded place in the weekend and all the time because everything wholesale and retail pricing and low pricing and every time there is a scheme and some bonus is there. So, everybody like and shop here and come to the every time and enjoy the shopping and all that here. So, it is a very crowded place market.",89,0.02247191011235955,119.6236559139785,0.5393258426966292,4.191011235955056,0.06741573033707865,2.5,audio_40_2
 The scene I see in the crowded market are all vendors and also the buyers are giving the goods and the buyers were giving the exchange for the goods they buy and lots of people in there and also it was crowded. It was the scene I know in the crowded market.,52,0.019230769230769232,69.33333333333333,0.5576923076923077,3.9615384615384617,0.0,2.0,audio_328
" So usually an airport is crowded because there's a lot of people going from one place to another. Some of them in a hurry to catch their flight. Umm, you can see some screens where you can check your flight status and there are some counters with employees from the airlines that work there that are supposed to help you and for you to check in and there are also some security checkpoints where you have to be checked and your luggage as well and also some stores you can buy from and you can take whatever you purchase to your destination.",102,0.00980392156862745,144.0,0.6176470588235294,4.313725490196078,0.00980392156862745,4.0,audio_219
 a अक सापृएक्ट pasti द्रता तेभ्व tô kilo,8,0.375,16.139878950907868,1.0,4.0,0.0,2.5,audio_156_2
" Umm, the main goal that I have right now in life is a career based one. It's to advance to the next logical position within my company. I think it's an important goal because it gives me something to work towards, something to shoot for, something that keeps me motivated, keeps me progressing towards becoming the person who I want to be. It helps to open the door to other aspects of life that will help me achieve the complete lifestyle that I'm looking for. I think that it helps to serve is...",93,0.0,92.07920792079207,0.6666666666666666,4.365591397849462,0.053763440860215055,5.0,audio_365
